CNA-SMN-CG-GMC-SMAA-CLIMATOLOGIA
BASE DE DATOS CLIMATOLOGICA
DATOS DISPONIBLES EN LA BASE DE DATOS A MARZO 2020;CON LA INFORMACION SUMINISTRADA POR LAS OFICINAS REGIONALES
 
ESTACION  : 25037
NOMBRE    : GUAMUCHIL (AARSP)
ESTADO    : SINALOA
MUNICIPIO : SALVADOR ALVARADO
SITUACI�N : OPERANDO
ORGANISMO : CAADES
CVE-OMM   : Nulo
LATITUD   : 025.469�
LONGITUD  : -108.092�
ALTITUD   : 44 msnm
 
EMISION   : 06/04/2020 
 
           PRECIP  EVAP   TMAX   TMIN
11/09/2017  0      5.5    37     24.5 
12/09/2017  0      4.3    37     25 
13/09/2017  0      7.2    38     26.5 
14/09/2017  0      5.8    36.5   27 
15/09/2017  4.7    5.2    37     25.5 
16/09/2017  0      4.7    36     24.5 
17/09/2017  0      5.3    35     25 
18/09/2017  0.7    4.4    36     26 
19/09/2017  0      6.1    36     24 
20/09/2017  0      4.7    36     24 
21/09/2017  0      5.1    36     25 
22/09/2017  0      4.6    36     25 
23/09/2017  0      8.4    35     25 
24/09/2017  0      6.8    36     24 
25/09/2017  0      5.4    35     23.5 
26/09/2017  0      5.2    35     22 
27/09/2017  0      6.3    35.5   22 
28/09/2017  0      4.8    37     22 
29/09/2017  0      7.8    39     23 
30/09/2017  0      5.4    40.5   23 
01/10/2017  0      6.8    40     25 
02/10/2017  0      6.2    39     25 
03/10/2017  0      5.8    40     25 
04/10/2017  0      6.7    40     24.5 
05/10/2017  0      4.6    40     25.5 
06/10/2017  0      5.8    43.5   26 
07/10/2017  0      6.1    38     21.5 
08/10/2017  0      9.6    37.5   24 
09/10/2017  0      6.2    36     24 
10/10/2017  0      3.9    36.5   23.5 
11/10/2017  0      5.2    36     24.5 
12/10/2017  1      4.8    38.5   24 
13/10/2017  0      6.1    37     23.5 
14/10/2017  0      3.5    38     24 
15/10/2017  0      7.7    39     25.5 
16/10/2017  0      6.1    42     25 
17/10/2017  0      6.7    41.5   24.5 
18/10/2017  0      6.2    41.5   24.5 
19/10/2017  0      5.4    40.5   24 
20/10/2017  0      6.6    39     23.5 
21/10/2017  0      6.8    39.5   23.5 
22/10/2017  0      5.8    40     23 
23/10/2017  0      4.5    42     23.5 
24/10/2017  0      6      42.5   22.5 
25/10/2017  0      7      41     22 
26/10/2017  0      4.8    38.5   23 
27/10/2017  0      5.2    38     22 
28/10/2017  0      7.1    37     19.5 
29/10/2017  0      3.8    36     20 
30/10/2017  0      8      36     20 
31/10/2017  0      3      36     20.5 
01/11/2017  0      7.1    36     21 
02/11/2017  0      6.4    37     21.5 
03/11/2017  0      5.4    36.5   21.5 
04/11/2017  0      5.7    38     19.5 
05/11/2017  0      5      37.5   19 
06/11/2017  0      6.2    38     20.5 
07/11/2017  0      3.5    36.5   20 
08/11/2017  0      5.2    37     20.5 
09/11/2017  0      4.2    36     19.5 
10/11/2017  0      4.4    35.5   18 
11/11/2017  0      4.1    36     18.5 
12/11/2017  0      4.2    35.5   19 
13/11/2017  0      5.1    38.5   18.5 
14/11/2017  0      6.3    37     18.5 
15/11/2017  0      3.6    36.5   18 
16/11/2017  0      5.5    35     18 
17/11/2017  0      3.2    35.5   17.5 
18/11/2017  0      6.7    35     16.5 
19/11/2017  0      3.4    32.5   16 
20/11/2017  0      4.7    34     16 
21/11/2017  0      3.2    28.5   15 
22/11/2017  0      5.6    36     15.5 
23/11/2017  0      3.8    29     19 
24/11/2017  0      3.9    34     18.5 
25/11/2017  0      4.1    28.5   16.5 
26/11/2017  0      3.2    34     16.5 
27/11/2017  0      3.2    28.5   16 
28/11/2017  0      3      33     16 
29/11/2017  0      2.5    31     16 
30/11/2017  0      4.1    33     17 
01/12/2017  0      4.2    31.5   16 
02/12/2017  0      4.2    29     17 
03/12/2017  0      3.8    30.5   17 
04/12/2017  0      3      32     18 
05/12/2017  0      3.3    31.5   17 
06/12/2017  2      4.2    27     15.5 
07/12/2017  0      3.4    26     16 
08/12/2017  0      3.6    27     9 
09/12/2017  0      5.4    30     9.5 
10/12/2017  0      6.2    34     17 
11/12/2017  0      4.3    31     19 
12/12/2017  0      4.5    30     14.5 
13/12/2017  0      4      28     15.5 
14/12/2017  3.7    2.6    25     17 
15/12/2017  0      2.8    26     13.5 
16/12/2017  0      3.7    26     13 
17/12/2017  0      3.6    29     13 
18/12/2017  0      3.6    29     15 
19/12/2017  0      3.6    29.5   13 
20/12/2017  0      3.5    30.5   12 
21/12/2017  0      3.7    22.5   12.5 
22/12/2017  0      1.2    25     14 
23/12/2017  0      2.5    28     12.5 
24/12/2017  0      3.2    29.5   14 
25/12/2017  0      2.3    31.5   14.5 
26/12/2017  0      5.8    31.5   12.5 
27/12/2017  0      3.6    32     14.5 
28/12/2017  0      3.6    31     14 
29/12/2017  0      3.4    29.5   14 
30/12/2017  0      2.5    28     16 
31/12/2017  0      2.5    32     16.5 
01/01/2018  0      4.8    31.5   14.5 
02/01/2018  0      2.9    30     13.5 
03/01/2018  0      2.6    30     12.5 
04/01/2018  0      3.1    29     14.5 
05/01/2018  0      3      30.5   13 
06/01/2018  0      3.3    27.5   13.5 
07/01/2018  0      3.2    31     14 
08/01/2018  0      2.2    30.5   14 
09/01/2018  0      3      30     14 
10/01/2018  0      3.1    29     14 
11/01/2018  0      3.1    29     11 
12/01/2018  0      4.3    30.5   11.5 
13/01/2018  0      2.1    30.5   12 
14/01/2018  0      2.6    31     13 
15/01/2018  0      2.8    30.5   13 
16/01/2018  0      3.4    29     12 
17/01/2018  0      2.1    28.5   11 
18/01/2018  0      3.5    29.5   10.5 
19/01/2018  0      1.8    29.5   10.5 
20/01/2018  0      3.3    28.5   12.5 
21/01/2018  0      3.8    27.5   12 
22/01/2018  0      2.4    25     9.5 
23/01/2018  0      3.4    27.5   8 
24/01/2018  0      5.8    31     8.5 
25/01/2018  0      4.4    29.5   8.5 
26/01/2018  0      2.8    29.5   9 
27/01/2018  0      5.4    27.5   9 
28/01/2018  0      5.5    32     9 
29/01/2018  0      3.8    34.5   9.5 
30/01/2018  0      6.1    35     13.5 
31/01/2018  0      4.9    26.5   16 
01/02/2018  0.3    4.2    31     15 
02/02/2018  0      2.3    33     19.5 
03/02/2018  0      6      28     18 
04/02/2018  0      2.6    32.5   17 
05/02/2018  0      4.8    32     16 
06/02/2018  0      3.4    30     15 
07/02/2018  0      4      30.5   19 
08/02/2018  0      3.4    28     17.5 
09/02/2018  0      3.4    29     16.5 
10/02/2018  0      2.6    31.5   15.5 
11/02/2018  0      6.1    31.5   16 
12/02/2018  0      4.5    30.5   15 
13/02/2018  0      6      28     15.5 
14/02/2018  0      2.9    31     18 
15/02/2018  0      4.3    35     17.5 
16/02/2018  0      4.5    33.5   18 
17/02/2018  0      6.2    32     16.5 
18/02/2018  0      4.8    31.5   16 
19/02/2018  2.1    6.4    25     16.5 
20/02/2018  0      1.9    26.5   16 
21/02/2018  0      4      26     12.5 
22/02/2018  0      4.6    25.5   10 
23/02/2018  0      4.7    27     9.5 
24/02/2018  0      3.4    27     9 
25/02/2018  0      5.2    28     9 
26/02/2018  0      5.3    28     9 
27/02/2018  0      4.2    25     11 
28/02/2018  0      1.9    22     13 
01/03/2018  0      4.8    29     12 
02/03/2018  0      4.6    30.5   11 
03/03/2018  0      6.7    30.5   11 
04/03/2018  0      6.6    33     14 
05/03/2018  0      7.7    30.5   13.5 
06/03/2018  0      5.8    32.5   13 
07/03/2018  0      7.6    34     12.5 
08/03/2018  0      6.1    33     12 
09/03/2018  0      7.5    33     15.5 
10/03/2018  0      6.2    33     15 
11/03/2018  0      7.3    36     15.5 
12/03/2018  0      6.9    35     16 
13/03/2018  0      9.5    33     15 
14/03/2018  0      6.8    30.5   15 
15/03/2018  0      6.1    29     16 
16/03/2018  0      4.3    30.5   16.5 
17/03/2018  0      5      33     16.5 
18/03/2018  0      8.3    32.5   16 
19/03/2018  0      8.3    32     11.5 
20/03/2018  0      7.3    31.5   12 
21/03/2018  0      6.2    32     12.5 
22/03/2018  0      7.8    32.5   13.5 
23/03/2018  0      8.1    35.5   14.5 
24/03/2018  0      7.6    32.5   18 
25/03/2018  0      8.8    36     16 
26/03/2018  0      7.1    35.5   16 
27/03/2018  0      10.3   28     15.5 
28/03/2018  0      5.2    30.5   9.5 
29/03/2018  0      7.9    32.5   9.5 
30/03/2018  0      8.2    36     19 
31/03/2018  0      8.6    34.5   14 
01/04/2018  0      9.3    34     15.5 
02/04/2018  0      8.7    33     17.5 
03/04/2018  0      10.4   32     16 
04/04/2018  0      7.9    33     16.5 
05/04/2018  0      9.7    35     13 
06/04/2018  0      9.2    32.5   16.5 
07/04/2018  0      8.4    33.5   16 
08/04/2018  0      7.9    33     14 
09/04/2018  0      8.1    31     14 
10/04/2018  0      7      32.5   15 
11/04/2018  0      6.2    33.5   17.5 
12/04/2018  0      8.3    31.5   18 
13/04/2018  0      8      30.5   15.5 
14/04/2018  0      9.1    33     16 
15/04/2018  0      11.7   32.5   14.5 
16/04/2018  0      9      33     15.5 
17/04/2018  0      8.8    35     16.5 
18/04/2018  0      10.8   36     14 
19/04/2018  0      9.8    34.5   13 
20/04/2018  0      10.3   36     16 
21/04/2018  0      8.7    34.5   14 
22/04/2018  0      11.3   35     16 
23/04/2018  0      6      36     18 
24/04/2018  0      10.4   35     17.5 
25/04/2018  0      7.8    36.5   18 
26/04/2018  0      10.4   36     18.5 
27/04/2018  0      7.7    37     18 
28/04/2018  0      9.1    35     20 
29/04/2018  0      6.7    34     19.5 
30/04/2018  0      8.6    33     16.5 
01/05/2018  0      8.3    34     17 
02/05/2018  0      8.6    32     17 
03/05/2018  0      5.7    36     19 
04/05/2018  0      8.6    37     17 
05/05/2018  0      9.6    39.5   18 
06/05/2018  0      12.3   36.5   19 
07/05/2018  0      12.1   37     21.5 
08/05/2018  0      10.9   36.5   21 
09/05/2018  0      11     36     22.5 
10/05/2018  0      9.8    35.5   22 
11/05/2018  0      10.4   35.5   23 
12/05/2018  0      10     35     21 
13/05/2018  0      10.6   36     20.5 
14/05/2018  0      9.4    35.5   17 
15/05/2018  0      10.6   37     21 
16/05/2018  0      8.6    36.5   21 
17/05/2018  0      13     37.5   21 
18/05/2018  0      12.1   35.5   22 
19/05/2018  0      11     35     20 
20/05/2018  0      11.2   36     16.5 
21/05/2018  0      12.9   35     17 
22/05/2018  0      8.9    35.5   17 
23/05/2018  0      11.5   36.5   18 
24/05/2018  0      9.7    39.5   18 
25/05/2018  0      12     37     19 
26/05/2018  0      9.9    38.5   20.5 
27/05/2018  0      12.8   38     21.5 
28/05/2018  0      10.1   36.5   20 
29/05/2018  0      11.8   36     20.5 
30/05/2018  0      11.6   37     21 
31/05/2018  0      8.8    39     21.5 
01/06/2018  0      12.2   37.5   21.5 
02/06/2018  0      10.9   38     22.5 
03/06/2018  0      11.1   36.5   25 
04/06/2018  0      11.6   37     26 
05/06/2018  0      8.4    36.5   24.5 
06/06/2018  0      10.3   36     24 
07/06/2018  0      11     37     23 
08/06/2018  0      9.9    36     24 
09/06/2018  0      8.7    38.5   25 
10/06/2018  0      12.1   38     26 
11/06/2018  0      10.2   38     25 
12/06/2018  0      11.5   37     26.5 
13/06/2018  0      11.1   35.5   26.5 
14/06/2018  29.2   8.8    36     24.5 
15/06/2018  2.5    8.6    27.5   23 
16/06/2018  0      3.8    36     22.5 
17/06/2018  0      9.1    37.5   23 
18/06/2018  0      11.8   37     23.5 
19/06/2018  0      10.6   36     24 
20/06/2018  0      11.3   35     24 
21/06/2018  0      8.2    35.5   24 
22/06/2018  0.3    8.3    32     26 
23/06/2018  0      4.1    36.5   24 
24/06/2018  0      9.4    36     23.5 
25/06/2018  0      8.2    36.5   24 
26/06/2018  0      9.4    38     23 
27/06/2018  0      10.4   38.5   25 
28/06/2018  0      9      39     25.5 
29/06/2018  4.5    11.8   36.5   24 
30/06/2018  0      9.1    37     24.5 
01/07/2018  0      10.9   39.5   24 
02/07/2018  0.4    9      36     24.5 
03/07/2018  0      5.7    37.5   25 
04/07/2018  0      9.8    37     25 
05/07/2018  0.7    10.5   40.5   24 
06/07/2018  0      10.8   42     25.5 
07/07/2018  1      8.7    41     25 
08/07/2018  2.8    9.4    39     25 
09/07/2018  34.5   9.8    36     24 
10/07/2018  15.3   10.1   35.5   23 
11/07/2018  0      8.9    36     23 
12/07/2018  0      6.3    38.5   23.5 
13/07/2018  0      7.3    38     27 
14/07/2018  0      8      39     25 
15/07/2018  0      8.7    38.5   26 
16/07/2018  44.6   8.1    36.5   25 
17/07/2018  0.5    10.4   33.5   23 
18/07/2018  0      9.1    37     22.5 
19/07/2018  0      8      38.5   24 
20/07/2018  0      9.3    41     25 
21/07/2018  0      8.2    39     25.5 
22/07/2018  0      8.3    40     25.5 
23/07/2018  0      8.2    41     26.5 
24/07/2018  0      10.1   39     28.5 
25/07/2018  0      5.3    38.5   26.5 
26/07/2018  6.5    6.4    37     28.5 
27/07/2018  17.3   5.5    36.5   23 
28/07/2018  0      7.2    36     24 
29/07/2018  5.8    5.4    37     24 
30/07/2018  1.2    7.4    36     24 
31/07/2018  2.1    6.3    37     24 
01/08/2018  60.2   5.7    38     23.5 
02/08/2018  0      6.5    36     23.5 
03/08/2018  0.5    6      39.5   24 
04/08/2018  0.6    5.2    37     25.5 
05/08/2018  0      6.6    36     25.5 
06/08/2018  35.3   4.1    35.5   24 
07/08/2018  0      8.2    29.5   21 
08/08/2018  2      3.1    35.5   24 
09/08/2018  1.1    5.2    36     25 
10/08/2018  13.5   5      36     23 
11/08/2018  0      7.8    36     23 
12/08/2018  5.7    5.6    35.5   23 
13/08/2018  20.2   5.3    35     22 
14/08/2018  1.5    5.7    36     23 
15/08/2018  52.8   7.1    33     24 
16/08/2018  0      10.2   35.5   23 
17/08/2018  17.3   5.7    35     25.5 
18/08/2018  0      9      34.5   22 
19/08/2018  16.3   5.5    36     23 
20/08/2018  0      8.9    38.5   23.5 
21/08/2018  0      4.2    37.5   23.5 
22/08/2018  1      5.6    36     24 
23/08/2018  1.1    3.6    35     24.5 
24/08/2018  0      5.8    36     22.5 
25/08/2018  0      7.4    37     25 
26/08/2018  0      6.1    37     24.5 
27/08/2018  20.8   7.4    36     26.5 
28/08/2018  0      6.1    35.5   23 
29/08/2018  0      7.1    32     25.5 
30/08/2018  0      2.9    34.5   25 
31/08/2018  50.6   5.7    37     24.5 
01/09/2018  0      11.4   36.5   23 
02/09/2018  3.2    3.5    31.5   22 
03/09/2018  0      3.9    33.5   24 
04/09/2018  41     6      35.5   24 
05/09/2018  0      12.6   35     21 
06/09/2018  29     7.1    35     23.5 
07/09/2018  40     9.6    36.5   23.5 
08/09/2018  0     Nulo    30     22 
09/09/2018  0      2.4    35     23.5 
10/09/2018  0      7.3    34.5   25 
11/09/2018  0      2.7    35     23.5 
12/09/2018  0      4.6    37     25 
13/09/2018  0      6.1    37     25.5 
14/09/2018  0      6.1    37     26 
15/09/2018  4.6    6.9    34     26 
16/09/2018  17     2.4    35     25 
17/09/2018  0      12.6   33     23 
18/09/2018  11.6   6.8    33.5   24 
19/09/2018  182.3  3.3    32     23 
20/09/2018  20    Nulo    30.5   22 
21/09/2018  0      3.5    35     22.5 
22/09/2018  0      6.7    38.5   22 
23/09/2018  0      8.1    38     22.5 
24/09/2018  0      7.4    33.5   22.5 
25/09/2018  13.6   2.8    31     24 
26/09/2018  0      6.7    34.5   24 
27/09/2018  14.4   4.9    33     24 
28/09/2018  23     6.8    35.5   22 
29/09/2018  0      9.7    33     21.5 
30/09/2018  0      6.3    36     23 
01/10/2018  0      1.5    36     22 
02/10/2018  0      4.6    35.5   23.5 
03/10/2018  0      5.3    36     25 
04/10/2018  0      4.7    36.5   24 
05/10/2018  0      5.7    38.5   24.5 
06/10/2018  27.5   5.6    38.5   23 
07/10/2018  20.1   6.3    32     23.5 
08/10/2018  0      6.5    30     20.5 
09/10/2018  0      3.5    32     20 
10/10/2018  0      3.3    32.5   20 
11/10/2018  0      3.6    34     21 
12/10/2018  0      3.8    30.5   22 
13/10/2018  0      4.8    32     22 
14/10/2018  0      3.3    30.5   19 
15/10/2018  0      5.1    33     19.5 
16/10/2018  0      3.7    32.5   19.5 
17/10/2018  0      5.6    33     20 
18/10/2018  0      4.3    33.5   19.5 
19/10/2018  0      4.4    37     20.5 
20/10/2018  0      4.6    36.5   21 
21/10/2018  52.1   4.2    35     23.5 
22/10/2018  0      10.2   34.5   22 
23/10/2018  0      3.7    33     22 
24/10/2018  0      2.2    34     22.5 
25/10/2018  0      5.6    33     22.5 
26/10/2018  0      3.1    34.5   21 
27/10/2018  0      4      37     21 
28/10/2018  0      2.7    35.5   22 
29/10/2018  0      4.2    36     22 
30/10/2018  0      4.3    35.5   21 
31/10/2018  0      3.3    31     22 
01/11/2018  0      3.4    33.5   20.5 
02/11/2018  0      3.5    35     20 
03/11/2018  0      4.3    34.5   20 
04/11/2018  0      7.9    34     19 
05/11/2018  0      3.5    35.5   19 
06/11/2018  0      3.5    36     19 
07/11/2018  0      3.5    36     18 
08/11/2018  0      5.1    36     17 
09/11/2018  0      3.8    34.5   17 
10/11/2018  0      4.1    35     17.5 
11/11/2018  0      2.5    30     17 
12/11/2018  0      2.6    32     17.5 
13/11/2018  0      2.2    32     14 
14/11/2018  0      6.2    31     15 
15/11/2018  0      4.1    32.5   16 
16/11/2018  0      3.9    31     16.5 
17/11/2018  0      3.1    31     16 
18/11/2018  0      3.5    31     16 
19/11/2018  0      1.9    31.5   16 
20/11/2018  0      4      30     15.5 
21/11/2018  0      2.8    31.5   13 
22/11/2018  0      2.5    32     14 
23/11/2018  0      2.2    32     14.5 
24/11/2018  0      2.3    30     15.5 
25/11/2018  0      4.1    30.5   15 
26/11/2018  0      2.3    32     15.5 
27/11/2018  0      1.9    30.5   14 
28/11/2018  0      4.2    31     15 
29/11/2018  0      3.6    30.5   16.5 
30/11/2018  0      3.2    31     16.5 
01/12/2018  0      3.3    29     14.5 
02/12/2018  0      3.5    29     14.5 
03/12/2018  0      2.5    29     15 
04/12/2018  0      2.5    33     16 
05/12/2018  0      3.5    30     16 
06/12/2018  2.4    3.3    30     17 
07/12/2018  19     3.2    23     17 
08/12/2018  0      1.3    27     17.5 
09/12/2018  0      2.4    29     13.5 
10/12/2018  0      2.4    32.5   14 
11/12/2018  0      2.8    28     17.5 
12/12/2018  0      2.3    27     17 
13/12/2018  0      2.4    27.5   14.5 
14/12/2018  0      2.6    30     13 
15/12/2018  0      2.8    30     12.5 
16/12/2018  0      2.6    27.5   15 
17/12/2018  0      2.8    32.5   13 
18/12/2018  0      3.2    28     14 
19/12/2018  0      2.9    27.5   10.5 
20/12/2018  0      1.7    31     10 
21/12/2018  0      3.1    32.5   12 
22/12/2018  0      4.1    31.5   13 
23/12/2018  0      3      30     13.5 
24/12/2018  0      3.7    29     18 
25/12/2018  0      2.2    30     13 
26/12/2018  0      3.8    27.5   17.5 
27/12/2018  0      1.2    27     9.5 
28/12/2018  0      2.1    26.5   9.5 
29/12/2018  0      2.1    21     10.5 
30/12/2018  0      1.5    20.5   5.5 
31/12/2018  0      1.4    24     5.5 
01/01/2019  0      2.3    21     8.5 
02/01/2019  0      2.4    24     10 
03/01/2019  0      2.2    25     6.5 
04/01/2019  0      2      32     6.5 
05/01/2019  0      2.3    33     10.5 
06/01/2019  0      3      30     15 
07/01/2019  0      2.5    30.5   16 
08/01/2019  0      3.2    30     15 
09/01/2019  0      2.8    30.5   14 
10/01/2019  0.4    3.2    30     14.5 
11/01/2019  0      2.8    30.5   15 
12/01/2019  0      2.3    31     16 
13/01/2019  0      2.4    30     14 
14/01/2019  4.6    2.1    26.5   13 
15/01/2019  0      3      27.5   16 
16/01/2019  0      2.1    30     13.5 
17/01/2019  0      2.5    30     13 
18/01/2019  0      3.1    33     13 
19/01/2019  0      3.5    30.5   13 
20/01/2019  0      2      33.5   13 
21/01/2019  0      3.1    31     13.5 
22/01/2019  0      2.9    26.5   13.5 
23/01/2019  0      2.9    28     8.5 
24/01/2019  0      3      30     8.5 
25/01/2019  0      3.3    29.5   11 
26/01/2019  0      2.9    28     11 
27/01/2019  0      2.7    31     10 
28/01/2019  0      3.2    30     10 
29/01/2019  0      3.2    28     11.5 
30/01/2019  0      2.6    29.5   11.5 
31/01/2019  0      3.1    29     12 
01/02/2019  0      2.2    29     14 
02/02/2019  0      3.1    30     14.5 
03/02/2019  0      4.6    30     19 
04/02/2019  0      3.5    30.5   16 
05/02/2019  0      2.6    33     16 
06/02/2019  0      4.9    25     15 
07/02/2019  0      4.2    29.5   13 
08/02/2019  0      3.2    29     10.5 
09/02/2019  0      5.8    27     10.5 
10/02/2019  0      2.6    28     15 
11/02/2019  0      4.1    25     16 
12/02/2019  0      1.9    28     11 
13/02/2019  0      4.1    30     11.5 
14/02/2019  0      2.8    30     12.5 
15/02/2019  0      5.7    32     12.5 
16/02/2019  0      4      30.5   15 
17/02/2019  0      9.8    28     11.5 
18/02/2019  0      4.6    28.5   10 
19/02/2019  0      5.8    24     10 
20/02/2019  0      4.8    23     8 
21/02/2019  0      4.6    25     8.5 
22/02/2019  0      2.2    26     12 
23/02/2019  0      6.4    26     11 
24/02/2019  0      4.1    28.5   8.5 
25/02/2019  0      4      29.5   9 
26/02/2019  0      4.5    31     10 
27/02/2019  0      6.9    30     11 
28/02/2019  0      3.5    33     13 
01/03/2019  0      5.8    32     13 
02/03/2019  0      5.1    32.5   14 
03/03/2019  0      4.7    33     15.5 
04/03/2019  0      5      30.5   14 
05/03/2019  0      6.1    32     14 
06/03/2019  0      4.6    30     14 
07/03/2019  0      3.4    32     14.5 
08/03/2019  0      5.4    31     15 
09/03/2019  0      4.9    30.5   15.5 
10/03/2019  0      4.6    31     13.5 
11/03/2019  0      6.3    30     13.5 
12/03/2019  8.4    3.9    25     17 
13/03/2019  0      4.9    27.5   11.5 
14/03/2019  0      4.8    31     11 
15/03/2019  0      6.1    29.5   11.5 
16/03/2019  0      4.7    30     13.5 
17/03/2019  0      6      26.5   14 
18/03/2019  0      3.7    30.5   13 
19/03/2019  0      6.8    31     12.5 
20/03/2019  0      6.8    32     13 
21/03/2019  0      7.1    32     13.5 
22/03/2019  0      5.8    33     12 
23/03/2019  0      5.1    32.5   11 
24/03/2019  0      8.7    33.5   12.5 
25/03/2019  0      7.4    34     12.5 
26/03/2019  0      7.6    34     13.5 
27/03/2019  0      6.9    33     13.5 
28/03/2019  0      5.3    34.5   14 
29/03/2019  0      7.5    35     13.5 
30/03/2019  0      6.3    32     13.5 
31/03/2019  0      6.2    34     15 
01/04/2019  0      6.8    32     13 
02/04/2019  0      5.1    31     14 
03/04/2019  0      5.7    32     14.5 
04/04/2019  0      6      34     16.5 
05/04/2019  0      6.4    32     15 
06/04/2019  0      6.8    32     16 
07/04/2019  0      5.7    32.5   14.5 
08/04/2019  0      6.2    33.5   15.5 
09/04/2019  0      6.8    34.5   17 
10/04/2019  0      7.1    34     18 
11/04/2019  0      6.3    32.5   14 
12/04/2019  0      6.6    32     12 
13/04/2019  0      6.4    29     13.5 
14/04/2019  0      5.8    33     14.5 
15/04/2019  0      5.5    27.5   15 
16/04/2019  0      5.4    31.5   15.5 
17/04/2019  0      6.6    33     14 
18/04/2019  0      5.7    38     15 
19/04/2019  0      5.5    37     17 
20/04/2019  0      5.1    36     17.5 
21/04/2019  0      5.2    33.5   16 
22/04/2019  0      6.3    32     14 
23/04/2019  0      5.4    31.5   14 
24/04/2019  0      5.1    36     14 
25/04/2019  0      6.7    36     17 
26/04/2019  0      6.1    36.5   16 
27/04/2019  0      6.3    34     14 
28/04/2019  0      8.7    30     15.5 
29/04/2019  0      12.4   33     15.5 
30/04/2019  0      7.6    35     15 
01/05/2019  0      7.9    35.5   15 
02/05/2019  0      12.3   34     16 
03/05/2019  0      9.9    35.5   17 
04/05/2019  0      9.2    35     17 
05/05/2019  0      8.9    33     15 
06/05/2019  0      10     33     16 
07/05/2019  0      8.5    33     16.5 
08/05/2019  0      8.4    34     16.5 
09/05/2019  0      8.7    33.5   16 
10/05/2019  0      8      33     16 
11/05/2019  0      7.6    33     16.5 
12/05/2019  0      9.2    33     16 
13/05/2019  0      7.6    32.5   15 
14/05/2019  0      8.6    35     16.5 
15/05/2019  0      9.7    33.5   16 
16/05/2019  0      9.8    34     17.5 
17/05/2019  0      9.8    32.5   17 
18/05/2019  0      7.2    33     16.5 
19/05/2019  0      9.2    34     18.5 
20/05/2019  0      8.7    33     18 
21/05/2019  0      10.6   34.5   17 
22/05/2019  0      9.7    35     16.5 
23/05/2019  0      10.6   35.5   16.5 
24/05/2019  0      7.3    37     16.5 
25/05/2019  0      10.2   36     17 
26/05/2019  0      8.8    37     19.5 
27/05/2019  0      9      35.5   19.5 
28/05/2019  0      8.6    35     18.5 
29/05/2019  0      8.8    34.5   18 
30/05/2019  0      8.6    37     19 
31/05/2019  0      8.9    37.5   21 
--------------------------------------
